fmun_cod;fmun;ano;mes;regiao;hom_doloso;lesao_corp_morte;latrocinio;hom_por_interv_policial;estupro;roubos;furtos;sequestro_relampago;estelionato;trafico_drogas
3301108;Cantagalo;2019;9;Interior;0;1;0;0;0;0;7;0;7;8
3301157;Cardoso Moreira;2019;9;Interior;1;0;0;0;1;1;4;0;0;1
3301207;Carmo;2019;9;Interior;0;0;0;0;1;0;9;0;3;0
3301306;Casimiro de Abreu;2019;9;Interior;0;0;0;0;0;5;24;0;4;10
3301405;Conceição de Macabu;2019;9;Interior;3;0;0;0;0;1;3;0;1;4
3301504;Cordeiro;2019;9;Interior;0;0;0;0;1;0;11;0;3;1
3301603;Duas Barras;2019;9;Interior;0;0;0;0;2;0;9;0;0;1
3301702;Duque de Caxias;2019;9;Baixada Fluminense;20;0;0;2;31;1136;518;3;160;31
3301801;Engenheiro Paulo de Frontin;2019;9;Interior;0;0;0;0;0;0;4;0;1;3
3301850;Guapimirim;2019;9;Baixada Fluminense;2;0;0;0;4;24;18;0;3;2
3301876;Iguaba Grande;2019;9;Interior;0;0;0;0;0;6;23;0;2;2
3301900;Itaboraí;2019;9;Interior;7;0;0;0;9;188;112;0;29;15
3302007;Itaguaí;2019;9;Baixada Fluminense;4;0;0;2;2;96;69;0;12;2
3302056;Italva;2019;9;Interior;0;0;0;0;2;1;10;0;2;0
3302106;Itaocara;2019;9;Interior;0;0;0;0;1;0;10;0;1;3
3302205;Itaperuna;2019;9;Interior;2;0;0;0;4;7;53;1;13;12
3302254;Itatiaia;2019;9;Interior;1;0;0;0;0;1;21;0;3;5
3302270;Japeri;2019;9;Baixada Fluminense;3;0;0;1;3;49;20;0;7;3
3302304;Laje do Muriaé;2019;9;Interior;0;0;0;0;0;0;8;0;0;0
3302403;Macaé;2019;9;Interior;6;0;0;2;2;111;117;0;64;12
3302452;Macuco;2019;9;Interior;0;0;0;0;0;0;2;0;1;1
3302502;Magé;2019;9;Baixada Fluminense;8;0;0;1;21;91;95;0;35;15
3302601;Mangaratiba;2019;9;Interior;1;0;1;0;1;10;33;0;8;4
3302700;Maricá;2019;9;Grande Niterói;2;0;0;0;3;68;77;0;21;7
3302809;Mendes;2019;9;Interior;0;0;0;0;0;0;8;0;2;0
3302858;Mesquita;2019;9;Baixada Fluminense;2;0;0;1;2;226;80;0;25;12
3302908;Miguel Pereira;2019;9;Interior;2;0;0;0;2;1;15;0;4;3
3303005;Miracema;2019;9;Interior;0;0;0;0;1;1;8;0;2;3
3303104;Natividade;2019;9;Interior;0;0;0;0;0;0;9;0;4;1
3303203;Nilópolis;2019;9;Baixada Fluminense;1;0;0;0;2;244;72;0;34;5
3303302;Niterói;2019;9;Grande Niterói;4;0;1;14;7;376;461;0;156;26
3303401;Nova Friburgo;2019;9;Interior;1;0;0;1;5;27;76;0;21;26
3303500;Nova Iguaçu;2019;9;Baixada Fluminense;26;0;1;8;23;842;340;0;116;8
3303609;Paracambi;2019;9;Baixada Fluminense;0;0;0;0;1;10;13;0;10;3
3303708;Paraíba do Sul;2019;9;Interior;0;0;0;0;3;1;10;0;5;9
3303807;Paraty;2019;9;Interior;1;0;0;0;1;5;22;0;4;4
3303856;Paty do Alferes;2019;9;Interior;0;0;0;0;2;1;5;0;0;1
3303906;Petrópolis;2019;9;Interior;0;0;0;0;14;7;127;0;43;45
3303955;Pinheiral;2019;9;Interior;0;0;0;0;0;1;23;0;0;2
3304003;Piraí;2019;9;Interior;0;0;0;0;0;2;14;0;4;5
3304102;Porciúncula;2019;9;Interior;0;0;0;0;2;0;10;0;0;14
3304110;Porto Real;2019;9;Interior;1;0;0;0;0;0;1;0;0;3
3304128;Quatis;2019;9;Interior;0;0;0;0;0;0;3;0;0;0
3304144;Queimados;2019;9;Baixada Fluminense;4;0;0;5;4;92;39;0;25;6
3304151;Quissamã;2019;9;Interior;0;0;0;0;1;5;14;0;3;1
3304201;Resende;2019;9;Interior;3;0;0;1;3;28;67;0;31;17
3304300;Rio Bonito;2019;9;Interior;0;0;0;0;5;14;34;0;3;7
3304409;Rio Claro;2019;9;Interior;0;0;0;0;1;1;7;0;0;3
3304508;Rio das Flores;2019;9;Interior;0;0;0;0;0;0;1;0;0;0
3304524;Rio das Ostras;2019;9;Interior;5;0;0;2;13;81;118;0;39;26
3304557;Rio de Janeiro;2019;9;Capital;90;3;3;61;165;7216;6869;3;1862;166
3304607;Santa Maria Madalena;2019;9;Interior;0;0;0;0;0;0;2;0;2;1
3304706;Santo Antônio de Pádua;2019;9;Interior;0;0;0;0;2;1;10;0;7;13
3304755;São Francisco de Itabapoana;2019;9;Interior;4;0;0;0;1;3;20;0;1;8
3304805;São Fidélis;2019;9;Interior;0;0;0;0;2;1;11;0;1;5
3304904;São Gonçalo;2019;9;Grande Niterói;22;1;0;27;20;1360;427;0;98;37
3305000;São João da Barra;2019;9;Interior;1;0;0;0;1;4;31;0;4;7
3305109;São João de Meriti;2019;9;Baixada Fluminense;13;0;0;7;12;689;158;0;90;18
3305133;São José de Ubá;2019;9;Interior;0;0;0;0;0;0;1;0;0;0
3305158;São José do Vale do Rio Preto;2019;9;Interior;0;0;0;0;1;2;9;0;1;3
3305208;São Pedro da Aldeia;2019;9;Interior;3;0;0;0;5;38;32;0;14;8
3305307;São Sebastião do Alto;2019;9;Interior;0;0;0;0;0;2;0;0;2;0
3305406;Sapucaia;2019;9;Interior;0;0;0;0;0;1;8;0;1;2
3305505;Saquarema;2019;9;Interior;3;0;0;0;1;21;76;0;10;3
3305554;Seropédica;2019;9;Baixada Fluminense;4;0;0;1;1;57;23;0;12;2
3305604;Silva Jardim;2019;9;Interior;0;0;0;0;2;1;8;0;1;1
3305703;Sumidouro;2019;9;Interior;0;0;0;0;2;0;6;0;2;2
3305752;Tanguá;2019;9;Interior;0;0;0;0;1;11;12;0;3;1
3305802;Teresópolis;2019;9;Interior;4;0;0;0;9;8;85;0;22;20
3305901;Trajano de Moraes;2019;9;Interior;0;0;1;0;1;2;2;0;0;0
3306008;Três Rios;2019;9;Interior;3;0;0;1;1;3;51;0;8;28
3306107;Valença;2019;9;Interior;0;0;0;0;3;0;19;0;8;18
3306156;Varre-Sai;2019;9;Interior;0;0;0;0;0;0;3;0;1;0
3306206;Vassouras;2019;9;Interior;0;0;0;0;1;1;25;0;1;1
3306305;Volta Redonda;2019;9;Interior;5;0;0;3;4;41;107;0;56;38
3300100;Angra dos Reis;2019;10;Interior;7;0;0;3;2;60;46;0;20;18
3300159;Aperibé;2019;10;Interior;0;0;0;0;1;0;3;0;1;2
3300209;Araruama;2019;10;Interior;6;0;0;2;5;28;108;0;53;21
3300225;Areal;2019;10;Interior;0;0;0;0;0;0;2;0;1;0
3300233;Armação dos Búzios;2019;10;Interior;0;0;0;2;3;20;40;0;6;7
3300258;Arraial do Cabo;2019;10;Interior;1;0;0;1;2;4;30;0;8;9
3300308;Barra do Piraí;2019;10;Interior;0;0;0;0;4;6;25;0;17;9
3300407;Barra Mansa;2019;10;Interior;4;0;0;1;2;22;51;0;9;36
3300456;Belford Roxo;2019;10;Baixada Fluminense;13;0;0;13;11;531;107;0;51;13
3300506;Bom Jardim;2019;10;Interior;0;0;0;0;0;0;6;0;6;6
3300605;Bom Jesus do Itabapoana;2019;10;Interior;0;0;0;0;2;4;11;0;3;5
3300704;Cabo Frio;2019;10;Interior;1;0;1;2;9;65;148;0;51;28
3300803;Cachoeiras de Macacu;2019;10;Interior;1;0;0;0;3;16;18;0;9;2
3300902;Cambuci;2019;10;Interior;0;0;0;0;0;0;5;0;2;1
3300936;Carapebus;2019;10;Interior;0;0;0;0;2;0;1;0;0;0
3300951;Comendador Levy Gasparian;2019;10;Interior;0;0;0;0;2;1;1;0;0;0
3301009;Campos dos Goytacazes;2019;10;Interior;10;0;0;0;13;89;247;0;95;68
3301108;Cantagalo;2019;10;Interior;0;0;0;0;1;2;1;0;4;2
3301157;Cardoso Moreira;2019;10;Interior;0;0;0;0;0;0;3;0;0;1
3301207;Carmo;2019;10;Interior;0;0;0;0;0;0;7;0;2;0
3301306;Casimiro de Abreu;2019;10;Interior;1;0;0;0;3;7;12;0;7;5
3301405;Conceição de Macabu;2019;10;Interior;1;0;0;1;0;4;4;0;3;3
3301504;Cordeiro;2019;10;Interior;0;0;0;0;1;0;12;0;2;3
3301603;Duas Barras;2019;10;Interior;0;0;0;0;0;1;2;0;0;0
3301702;Duque de Caxias;2019;10;Baixada Fluminense;16;1;0;10;35;1296;558;0;186;10
3301801;Engenheiro Paulo de Frontin;2019;10;Interior;0;0;0;0;0;1;10;0;0;3
3301850;Guapimirim;2019;10;Baixada Fluminense;2;0;0;0;4;30;30;0;1;2
3301876;Iguaba Grande;2019;10;Interior;0;0;0;0;2;6;23;0;1;0
3301900;Itaboraí;2019;10;Interior;9;0;0;4;5;211;92;0;35;11
3302007;Itaguaí;2019;10;Baixada Fluminense;9;0;0;12;5;105;72;0;21;5
3302056;Italva;2019;10;Interior;0;0;0;0;1;1;21;0;3;0
3302106;Itaocara;2019;10;Interior;0;0;0;0;1;0;12;0;3;4
3302205;Itaperuna;2019;10;Interior;3;0;0;0;4;4;34;0;16;14
3302254;Itatiaia;2019;10;Interior;1;0;0;0;0;2;33;0;2;7
3302270;Japeri;2019;10;Baixada Fluminense;1;0;0;5;4;50;25;0;4;8
3302304;Laje do Muriaé;2019;10;Interior;0;0;0;0;0;0;8;0;1;1
3302403;Macaé;2019;10;Interior;6;0;1;0;13;97;147;0;102;30
3302452;Macuco;2019;10;Interior;0;0;0;0;0;0;3;0;0;0
3302502;Magé;2019;10;Baixada Fluminense;3;0;0;1;12;103;120;0;23;16
3302601;Mangaratiba;2019;10;Interior;0;0;0;1;5;10;46;0;8;4
3302700;Maricá;2019;10;Grande Niterói;4;0;0;0;7;54;103;0;25;8
3302809;Mendes;2019;10;Interior;0;0;0;0;1;0;5;0;2;1
3302858;Mesquita;2019;10;Baixada Fluminense;2;0;0;2;3;230;71;0;21;13
3302908;Miguel Pereira;2019;10;Interior;0;0;0;0;0;0;20;0;6;2
3303005;Miracema;2019;10;Interior;4;0;0;0;1;1;11;0;3;4
3303104;Natividade;2019;10;Interior;0;0;0;0;0;1;7;0;0;3
3303203;Nilópolis;2019;10;Baixada Fluminense;0;0;0;0;2;266;88;0;45;5
3303302;Niterói;2019;10;Grande Niterói;12;0;0;8;10;309;485;1;144;41
3303401;Nova Friburgo;2019;10;Interior;5;0;0;2;0;16;79;0;26;29
3303500;Nova Iguaçu;2019;10;Baixada Fluminense;15;0;1;3;32;865;289;1;131;13
3303609;Paracambi;2019;10;Baixada Fluminense;1;0;0;0;4;10;16;0;10;4
3303708;Paraíba do Sul;2019;10;Interior;0;0;0;0;2;1;14;0;1;10
3303807;Paraty;2019;10;Interior;2;0;0;0;2;5;21;0;8;8
3303856;Paty do Alferes;2019;10;Interior;0;0;0;0;2;1;7;0;2;2
3303906;Petrópolis;2019;10;Interior;1;0;0;0;10;18;125;0;46;49
3303955;Pinheiral;2019;10;Interior;0;0;0;0;0;8;19;0;0;3
3304003;Piraí;2019;10;Interior;0;0;0;0;1;0;9;0;4;4
3304102;Porciúncula;2019;10;Interior;0;0;0;0;0;0;8;0;2;12
3304110;Porto Real;2019;10;Interior;0;0;0;0;2;5;9;0;1;4
3304128;Quatis;2019;10;Interior;1;0;0;0;0;0;12;0;0;3
3304144;Queimados;2019;10;Baixada Fluminense;7;0;0;3;12;125;54;0;23;4
3304151;Quissamã;2019;10;Interior;1;0;0;0;0;2;13;0;1;2
3304201;Resende;2019;10;Interior;2;0;0;0;9;24;74;0;42;23
3304300;Rio Bonito;2019;10;Interior;1;0;0;0;2;10;17;1;4;8
3304409;Rio Claro;2019;10;Interior;0;0;0;0;0;1;3;0;1;5
3304508;Rio das Flores;2019;10;Interior;0;0;0;0;0;0;5;0;0;1
3304524;Rio das Ostras;2019;10;Interior;2;0;0;2;5;66;169;0;54;16
3304557;Rio de Janeiro;2019;10;Capital;104;2;0;43;180;8102;7919;6;2451;183
3304607;Santa Maria Madalena;2019;10;Interior;1;0;0;0;0;0;0;0;1;1
3304706;Santo Antônio de Pádua;2019;10;Interior;4;0;0;0;0;7;20;0;5;10
3304755;São Francisco de Itabapoana;2019;10;Interior;1;0;0;0;1;1;9;0;1;3
3304805;São Fidélis;2019;10;Interior;1;0;0;0;0;4;17;0;6;3
3304904;São Gonçalo;2019;10;Grande Niterói;22;0;1;16;32;1679;540;5;110;48
3305000;São João da Barra;2019;10;Interior;0;0;0;0;0;3;33;0;9;6
3305109;São João de Meriti;2019;10;Baixada Fluminense;10;0;0;6;15;754;171;0;71;17
3305133;São José de Ubá;2019;10;Interior;0;0;0;0;0;0;1;0;0;0
3305158;São José do Vale do Rio Preto;2019;10;Interior;0;0;0;0;2;0;12;0;0;2
3305208;São Pedro da Aldeia;2019;10;Interior;3;0;0;1;6;34;39;0;13;7
3305307;São Sebastião do Alto;2019;10;Interior;0;0;0;0;0;1;1;0;0;0
3305406;Sapucaia;2019;10;Interior;0;0;0;0;1;3;9;0;2;4
3305505;Saquarema;2019;10;Interior;1;0;0;0;5;19;79;0;11;3
3305554;Seropédica;2019;10;Baixada Fluminense;1;0;0;0;6;55;39;0;15;1
3305604;Silva Jardim;2019;10;Interior;0;0;0;0;1;5;13;0;2;3
3305703;Sumidouro;2019;10;Interior;0;0;0;0;0;0;2;0;3;0
3305752;Tanguá;2019;10;Interior;0;0;0;0;2;10;9;0;2;5
3305802;Teresópolis;2019;10;Interior;2;1;0;1;8;6;112;0;20;19
3305901;Trajano de Moraes;2019;10;Interior;1;0;0;0;0;0;7;0;0;0
3306008;Três Rios;2019;10;Interior;7;0;0;0;3;11;51;0;9;17
3306107;Valença;2019;10;Interior;0;0;0;0;2;0;25;0;17;6
3306156;Varre-Sai;2019;10;Interior;0;0;0;0;0;2;2;0;0;1
3306206;Vassouras;2019;10;Interior;1;0;0;0;1;3;33;0;4;5
3306305;Volta Redonda;2019;10;Interior;7;0;0;1;3;55;155;0;72;33
3300100;Angra dos Reis;2019;11;Interior;3;0;1;12;2;45;47;0;17;13
3300159;Aperibé;2019;11;Interior;0;0;0;0;0;0;4;0;1;1
3300209;Araruama;2019;11;Interior;5;0;0;1;1;44;146;0;16;16
3300225;Areal;2019;11;Interior;0;0;0;0;1;0;2;0;1;1
3300233;Armação dos Búzios;2019;11;Interior;0;0;0;0;3;16;41;0;9;4
3300258;Arraial do Cabo;2019;11;Interior;0;0;0;0;1;2;24;0;3;8
3300308;Barra do Piraí;2019;11;Interior;1;0;0;0;0;4;39;0;6;4
3300407;Barra Mansa;2019;11;Interior;6;0;0;0;2;28;46;0;17;35
3300456;Belford Roxo;2019;11;Baixada Fluminense;22;0;0;5;10;486;113;0;47;13
3300506;Bom Jardim;2019;11;Interior;0;0;0;0;0;1;5;0;2;0
3300605;Bom Jesus do Itabapoana;2019;11;Interior;0;0;0;0;1;3;16;0;3;10
3300704;Cabo Frio;2019;11;Interior;7;0;2;2;10;74;157;0;31;29
3300803;Cachoeiras de Macacu;2019;11;Interior;3;0;0;0;0;12;20;0;9;5
3300902;Cambuci;2019;11;Interior;0;0;0;0;1;0;1;0;2;0
3300936;Carapebus;2019;11;Interior;1;0;0;0;0;1;6;0;1;0
3300951;Comendador Levy Gasparian;2019;11;Interior;0;0;0;0;0;1;1;0;0;2
3301009;Campos dos Goytacazes;2019;11;Interior;11;0;0;0;4;117;315;0;97;40
3301108;Cantagalo;2019;11;Interior;0;0;0;0;0;1;5;0;2;1
3301157;Cardoso Moreira;2019;11;Interior;0;0;1;0;0;1;4;0;0;2
3301207;Carmo;2019;11;Interior;0;0;0;0;0;0;8;0;0;1
3301306;Casimiro de Abreu;2019;11;Interior;2;0;0;0;2;7;23;0;7;5
3301405;Conceição de Macabu;2019;11;Interior;1;0;0;0;0;1;1;0;2;0
3301504;Cordeiro;2019;11;Interior;0;0;0;0;0;0;6;0;3;9
3301603;Duas Barras;2019;11;Interior;2;0;0;0;0;1;4;0;1;0
3301702;Duque de Caxias;2019;11;Baixada Fluminense;21;0;1;13;21;1063;450;0;163;22
3301801;Engenheiro Paulo de Frontin;2019;11;Interior;0;0;0;0;0;0;0;0;0;1
3301850;Guapimirim;2019;11;Baixada Fluminense;4;0;0;0;3;19;37;0;6;2
3301876;Iguaba Grande;2019;11;Interior;0;0;0;0;1;7;21;0;6;0
3301900;Itaboraí;2019;11;Interior;4;0;0;9;8;180;100;0;23;14
3302007;Itaguaí;2019;11;Baixada Fluminense;3;0;0;3;5;71;63;0;13;6
3302056;Italva;2019;11;Interior;0;0;0;0;2;0;7;0;3;1
3302106;Itaocara;2019;11;Interior;0;0;0;0;3;0;8;0;5;8
3302205;Itaperuna;2019;11;Interior;0;0;0;0;3;8;33;0;17;17
3302254;Itatiaia;2019;11;Interior;0;0;0;0;0;2;23;0;7;5
3302270;Japeri;2019;11;Baixada Fluminense;4;0;0;2;4;45;21;0;3;11
3302304;Laje do Muriaé;2019;11;Interior;0;0;0;0;0;0;1;0;0;1
3302403;Macaé;2019;11;Interior;4;0;0;0;6;93;123;0;63;21
3302452;Macuco;2019;11;Interior;0;0;0;0;0;0;0;0;1;0
3302502;Magé;2019;11;Baixada Fluminense;6;0;0;2;12;96;99;0;32;17
3302601;Mangaratiba;2019;11;Interior;0;0;0;0;3;13;39;0;9;2
3302700;Maricá;2019;11;Grande Niterói;4;0;0;0;7;68;113;0;26;6
3302809;Mendes;2019;11;Interior;0;0;0;0;0;1;10;0;0;2
3302858;Mesquita;2019;11;Baixada Fluminense;5;0;1;1;4;216;63;0;11;10
3302908;Miguel Pereira;2019;11;Interior;0;0;0;0;3;0;16;0;8;2
3303005;Miracema;2019;11;Interior;1;0;0;0;1;1;9;0;1;7
3303104;Natividade;2019;11;Interior;0;0;0;0;0;0;3;0;1;2
3303203;Nilópolis;2019;11;Baixada Fluminense;2;0;0;0;3;262;88;0;45;1
3303302;Niterói;2019;11;Grande Niterói;9;0;0;3;7;315;468;0;159;30
3303401;Nova Friburgo;2019;11;Interior;3;0;0;0;4;7;85;0;28;24
3303500;Nova Iguaçu;2019;11;Baixada Fluminense;25;0;0;3;25;745;323;0;121;6
3303609;Paracambi;2019;11;Baixada Fluminense;2;0;0;0;3;11;27;0;9;2
3303708;Paraíba do Sul;2019;11;Interior;2;0;0;0;0;1;6;0;1;9
3303807;Paraty;2019;11;Interior;2;0;0;0;0;8;18;0;12;7
3303856;Paty do Alferes;2019;11;Interior;1;0;0;0;3;0;10;0;1;0
3303906;Petrópolis;2019;11;Interior;3;0;0;0;10;15;125;0;49;37
3303955;Pinheiral;2019;11;Interior;2;0;0;0;0;2;14;0;0;1
3304003;Piraí;2019;11;Interior;0;0;0;0;0;2;8;0;1;5
3304102;Porciúncula;2019;11;Interior;1;0;0;0;1;1;6;0;1;5
3304110;Porto Real;2019;11;Interior;0;0;0;0;0;2;3;0;1;2
3304128;Quatis;2019;11;Interior;1;0;0;0;0;0;2;0;1;1
3304144;Queimados;2019;11;Baixada Fluminense;5;0;0;1;12;108;54;0;32;3
3304151;Quissamã;2019;11;Interior;0;0;0;0;1;0;11;0;3;4
3304201;Resende;2019;11;Interior;1;0;0;1;5;15;68;0;24;15
3304300;Rio Bonito;2019;11;Interior;1;0;0;0;0;16;25;1;6;7
3304409;Rio Claro;2019;11;Interior;0;0;0;0;3;1;6;0;2;0
3304508;Rio das Flores;2019;11;Interior;0;0;0;0;0;0;1;0;1;0
3304524;Rio das Ostras;2019;11;Interior;1;0;0;0;4;67;125;0;37;14
3304557;Rio de Janeiro;2019;11;Capital;96;1;4;58;131;7757;7026;5;2330;151
3304607;Santa Maria Madalena;2019;11;Interior;0;0;0;0;0;0;2;0;1;0
3304706;Santo Antônio de Pádua;2019;11;Interior;1;0;1;0;0;2;18;0;2;13
3304755;São Francisco de Itabapoana;2019;11;Interior;1;0;0;0;4;1;15;0;0;7
3304805;São Fidélis;2019;11;Interior;0;0;0;0;0;1;13;0;4;6
3304904;São Gonçalo;2019;11;Grande Niterói;20;0;3;17;34;1378;511;0;116;30
3305000;São João da Barra;2019;11;Interior;0;0;0;0;5;4;54;0;3;0
3305109;São João de Meriti;2019;11;Baixada Fluminense;4;1;0;2;13;691;154;0;62;25
3305133;São José de Ubá;2019;11;Interior;0;0;0;0;1;0;3;0;0;0
3305158;São José do Vale do Rio Preto;2019;11;Interior;0;0;0;0;0;0;8;0;4;3
3305208;São Pedro da Aldeia;2019;11;Interior;2;0;0;0;2;34;30;0;11;7
3305307;São Sebastião do Alto;2019;11;Interior;0;0;0;0;0;0;0;0;0;0
3305406;Sapucaia;2019;11;Interior;0;0;0;0;0;6;6;0;1;4
3305505;Saquarema;2019;11;Interior;3;0;0;0;4;22;68;0;15;1
3305554;Seropédica;2019;11;Baixada Fluminense;2;1;0;0;1;60;36;0;9;1
3305604;Silva Jardim;2019;11;Interior;0;0;0;0;2;0;13;0;2;1
3305703;Sumidouro;2019;11;Interior;0;0;0;0;1;0;1;0;0;0
3305752;Tanguá;2019;11;Interior;0;0;0;0;2;6;10;0;3;1
3305802;Teresópolis;2019;11;Interior;1;0;0;1;10;6;94;0;30;25
3305901;Trajano de Moraes;2019;11;Interior;0;0;0;0;0;0;0;0;0;0
3306008;Três Rios;2019;11;Interior;1;0;0;0;1;8;41;0;12;23
3306107;Valença;2019;11;Interior;0;0;0;0;1;5;22;0;11;12
3306156;Varre-Sai;2019;11;Interior;0;0;0;0;1;0;1;0;0;0
3306206;Vassouras;2019;11;Interior;0;0;0;0;1;2;18;0;4;0
3306305;Volta Redonda;2019;11;Interior;8;0;0;1;4;47;124;0;74;37
3300100;Angra dos Reis;2019;12;Interior;13;0;0;3;2;41;52;0;9;27
3300159;Aperibé;2019;12;Interior;0;0;0;0;1;0;6;0;2;1
3300209;Araruama;2019;12;Interior;0;0;0;0;2;19;114;0;27;9
3300225;Areal;2019;12;Interior;0;0;0;0;0;0;3;0;2;1
3300233;Armação dos Búzios;2019;12;Interior;1;1;0;0;4;13;38;0;5;1
3300258;Arraial do Cabo;2019;12;Interior;2;0;0;0;1;6;23;0;4;8
3300308;Barra do Piraí;2019;12;Interior;0;0;0;0;5;2;27;0;8;9
3300407;Barra Mansa;2019;12;Interior;2;0;0;1;2;21;66;0;11;18
3300456;Belford Roxo;2019;12;Baixada Fluminense;10;0;0;7;12;634;112;0;33;5
3300506;Bom Jardim;2019;12;Interior;0;0;0;0;0;0;2;0;5;1
3300605;Bom Jesus do Itabapoana;2019;12;Interior;0;0;0;0;1;1;12;0;2;3
3300704;Cabo Frio;2019;12;Interior;12;0;0;0;5;76;164;1;32;35
3300803;Cachoeiras de Macacu;2019;12;Interior;0;0;0;0;2;8;23;0;8;2
3300902;Cambuci;2019;12;Interior;0;0;0;0;0;2;5;0;0;1
3300936;Carapebus;2019;12;Interior;0;0;0;0;0;1;6;0;1;0
3300951;Comendador Levy Gasparian;2019;12;Interior;0;0;0;0;0;1;0;0;0;3
3301009;Campos dos Goytacazes;2019;12;Interior;12;0;1;0;8;87;296;0;100;32
3301108;Cantagalo;2019;12;Interior;0;0;0;0;0;1;9;0;4;2
3301157;Cardoso Moreira;2019;12;Interior;0;0;0;0;1;1;1;0;0;5
3301207;Carmo;2019;12;Interior;0;0;0;0;0;0;3;0;2;1
3301306;Casimiro de Abreu;2019;12;Interior;0;0;0;0;0;10;19;0;4;5
3301405;Conceição de Macabu;2019;12;Interior;1;0;0;0;2;0;9;0;1;1
3301504;Cordeiro;2019;12;Interior;0;0;0;0;0;3;4;0;1;3
3301603;Duas Barras;2019;12;Interior;0;0;0;0;0;0;1;0;0;1
3301702;Duque de Caxias;2019;12;Baixada Fluminense;24;0;1;8;20;1150;504;0;139;14
3301801;Engenheiro Paulo de Frontin;2019;12;Interior;0;0;0;0;1;0;2;0;1;0
3301850;Guapimirim;2019;12;Baixada Fluminense;1;0;0;0;2;22;26;0;2;3
3301876;Iguaba Grande;2019;12;Interior;0;0;0;0;0;7;19;0;3;2
3301900;Itaboraí;2019;12;Interior;4;1;0;1;12;163;101;0;35;12
3302007;Itaguaí;2019;12;Baixada Fluminense;6;0;0;5;5;82;71;0;17;3
3302056;Italva;2019;12;Interior;0;0;0;0;1;1;12;0;2;1
3302106;Itaocara;2019;12;Interior;0;0;0;0;0;0;13;0;3;4
3302205;Itaperuna;2019;12;Interior;1;0;0;0;2;11;47;0;11;17
3302254;Itatiaia;2019;12;Interior;1;0;0;0;0;4;28;0;4;6
3302270;Japeri;2019;12;Baixada Fluminense;3;0;0;5;0;45;20;0;3;5
3302304;Laje do Muriaé;2019;12;Interior;0;0;0;0;1;0;9;0;0;0
3302403;Macaé;2019;12;Interior;6;0;0;0;5;79;138;0;61;10
3302452;Macuco;2019;12;Interior;0;0;0;0;0;0;0;0;0;0
3302502;Magé;2019;12;Baixada Fluminense;9;0;0;0;9;75;93;0;31;5
3302601;Mangaratiba;2019;12;Interior;0;0;0;0;2;14;37;0;10;5
3302700;Maricá;2019;12;Grande Niterói;6;0;1;1;5;55;112;0;27;7
3302809;Mendes;2019;12;Interior;0;0;0;0;0;0;13;0;1;1
3302858;Mesquita;2019;12;Baixada Fluminense;3;0;0;0;3;243;64;0;15;6
3302908;Miguel Pereira;2019;12;Interior;1;0;0;0;1;1;12;0;2;2
3303005;Miracema;2019;12;Interior;2;0;0;0;0;1;16;0;2;9
3303104;Natividade;2019;12;Interior;0;0;0;0;1;0;6;0;1;3
3303203;Nilópolis;2019;12;Baixada Fluminense;4;0;0;0;1;243;76;0;40;2
3303302;Niterói;2019;12;Grande Niterói;4;0;0;11;9;267;442;0;135;26
3303401;Nova Friburgo;2019;12;Interior;1;0;0;1;4;11;84;0;42;32
3303500;Nova Iguaçu;2019;12;Baixada Fluminense;23;0;0;5;24;772;312;0;104;6
3303609;Paracambi;2019;12;Baixada Fluminense;0;0;0;0;1;7;26;0;12;3
3303708;Paraíba do Sul;2019;12;Interior;1;0;0;0;2;1;8;0;2;31
3303807;Paraty;2019;12;Interior;3;0;0;0;2;5;21;0;5;7
3303856;Paty do Alferes;2019;12;Interior;0;0;0;0;1;1;8;0;1;2
3303906;Petrópolis;2019;12;Interior;2;1;0;0;5;28;152;0;59;39
3303955;Pinheiral;2019;12;Interior;2;0;0;0;0;4;7;0;1;1
3304003;Piraí;2019;12;Interior;1;0;0;0;2;2;13;0;2;6
3304102;Porciúncula;2019;12;Interior;0;0;0;0;1;0;10;0;3;5
3304110;Porto Real;2019;12;Interior;0;0;0;0;1;0;7;0;2;1
3304128;Quatis;2019;12;Interior;0;0;0;0;0;0;3;0;0;4
3304144;Queimados;2019;12;Baixada Fluminense;4;1;0;4;3;96;48;0;20;4
3304151;Quissamã;2019;12;Interior;0;0;0;0;1;1;11;0;4;5
3304201;Resende;2019;12;Interior;2;0;0;0;7;7;73;0;24;11
3304300;Rio Bonito;2019;12;Interior;0;0;0;0;1;10;33;0;4;5
3304409;Rio Claro;2019;12;Interior;0;0;0;0;0;0;2;0;2;1
3304508;Rio das Flores;2019;12;Interior;0;0;0;0;0;0;5;0;2;1
3304524;Rio das Ostras;2019;12;Interior;2;0;0;0;7;61;144;0;46;16
3304557;Rio de Janeiro;2019;12;Capital;102;3;1;47;144;7510;7049;6;2181;144
3304607;Santa Maria Madalena;2019;12;Interior;1;0;0;0;2;0;4;0;1;0
3304706;Santo Antônio de Pádua;2019;12;Interior;0;0;0;0;1;2;13;0;2;9
3304755;São Francisco de Itabapoana;2019;12;Interior;2;0;0;0;1;3;25;0;0;3
3304805;São Fidélis;2019;12;Interior;0;0;0;0;3;4;12;0;4;8
3304904;São Gonçalo;2019;12;Grande Niterói;17;0;1;21;22;1211;594;0;97;36
